single1	single2
OS03G38640	SB01G015690
OS09G36790	SB02G031230
OS03G51980	SB01G009320
OS03G50570	SB01G010165
OS04G53320	SB06G029060
OS04G43660	SB06G022640
OS05G32860	SB09G019530
OS01G57740	SB03G036766
OS10G11012	SB01G002010
OS07G32810	SB02G034510
OS01G62360	SB03G039420
OS12G41300	SB10G002320
OS02G09910	SB04G006230
OS05G15200	SB06G018055
OS03G63850	SB01G000690
OS02G34920	SB07G001166
OS11G45220	SB05G026520
OS01G68420	SB03G043520
OS11G42170	SB05G025550
OS04G55130	SB06G030470
OS01G02130	SB03G008260
OS02G32009	SB04G021205
OS08G34310	SB07G021710
OS01G72470	SB03G046150
OS01G68290	SB03G043410
OS03G64310	SB01G000290
OS09G03990	SB06G000610
OS03G59225	SB01G004380
OS12G18810	SB08G022285
OS05G44120	SB05G017190
OS04G02560	SB06G000985
OS09G25270	SB02G024830
OS02G11870	SB04G007350
OS01G57030	SB03G036310
OS03G02080	SB04G037350
OS02G09090	SB04G005693
OS01G04080	SB03G007160
OS10G30880	SB01G020505
OS09G04430	SB10G024280
OS03G60470	SB01G003370
OS04G57040	SB01G011855
OS08G45070	SB07G023710
OS02G56490	SB04G036755
OS02G58200	SB04G038160
OS06G10510	SB10G006770
OS05G49960	SB09G029320
OS12G31520	SB08G015500
OS03G56200	SB01G006740
OS01G48550	SB03G031040
OS02G50110	SB04G028755
OS02G09630	SB04G006075
OS10G32690	SB01G019960
OS07G38550	SB02G037090
OS07G36210	SB02G035720
OS01G73024	SB03G046600
OS04G45510	SB06G023850
OS03G15090	SB01G040680
OS02G20130	SB02G007830
OS10G34440	SB01G018880
OS02G32320	SB04G021270
OS01G72009	SB03G045710
OS03G42654	SB01G044630
OS01G22990	SB01G050370
OS03G51390	SB01G009700
OS04G48710	SB04G002890
OS08G27100	SB07G015138
OS03G58180	SB01G005230
OS12G12854	SB08G007740
OS04G33890	SB04G036330
OS03G47350	SB01G012090
OS02G20040	SB01G016740
OS01G31850	SB02G010570
OS07G46800	SB02G042110
OS08G30800	SB07G019780
OS07G43130	SB02G039770
OS09G23590	SB02G024240
OS02G09540	SB04G006010
OS09G31434	SB02G028410
OS01G48710	SB03G031140
OS02G02160	SB04G000980
OS03G56010	SB01G006850
OS10G37580	SB01G016930
OS04G43519	SB10G027160
OS06G10290	SB03G045620
OS06G24190	SB07G008810
OS05G42340	SB09G024830
OS02G49040	SB04G028135
OS03G36960	SB01G016490
OS01G04020	SB10G015260
OS11G48050	SB05G027941
OS03G14440	SB01G041080
OS05G05290	SB09G003470
OS01G52440	SB10G001760
OS08G06760	SB02G004035
OS11G44230	SB09G030280
OS04G53970	SB06G027595
OS05G33580	SB09G019940
OS10G12290	SB07G001593
OS01G41180	SB03G026795
OS04G52650	SB02G003665
OS07G34690	SB02G035240
OS02G29250	SB04G019790
OS03G46730	SB02G011320
OS10G09240	SB01G015750
OS03G57750	SB01G047755
OS01G39690	SB03G025810
OS01G05064	SB03G006330
OS12G40180	SB08G019960
OS01G33670	SB03G022100
OS02G14890	SB04G008800
OS09G31462	SB02G028480
OS08G40080	SB07G027630
OS02G53660	SB04G034765
OS02G44340	SB04G032605
OS10G22710	SB02G041400
OS06G04210	SB10G002160
OS09G36720	SB08G021300
OS03G58850	SB01G004690
OS07G18460	SB09G009290
OS01G52060	SB03G033000
OS01G71170	SB03G045310
OS05G49330	SB09G028900
OS04G54430	SB06G030080
OS04G56490	SB06G031550
OS11G07590	SB05G004930
OS09G13590	SB02G020768
OS08G40240	SB07G027450
OS07G40170	SB02G038095
OS09G09560	SB10G022665
OS03G32790	SB01G031800
OS01G08360	SB00G01920
OS11G42940	SB05G025790
OS07G19160	SB02G009420
OS03G52960	SB04G021770
OS09G03280	SB03G043000
OS12G08930	SB08G005530
OS04G44100	SB06G022856
OS07G47040	SB01G044510
OS08G36230	SB01G020535
OS03G42334	SB00G01535
OS03G08540	SB01G045025
OS04G02880	SB06G001110
OS08G42490	SB07G025900
OS02G39810	SB04G025730
OS06G22050	SB10G012740
OS04G44760	SB06G023365
OS01G20780	SB03G012640
OS06G04310	SB05G025775
OS04G40380	SB07G001530
OS10G05130	SB01G026510
OS03G18390	SB02G043790
OS07G37290	SB02G036290
OS01G50350	SB03G032100
OS12G04720	SB03G046300
OS02G35730	SB06G018010
OS01G23990	SB03G013680
OS12G04790	SB03G046337
OS01G49630	SB07G000725
