gf_id	species	genes	zma	sbi	sit	osa	osaindica	bdi	hvu	mac	ath	cpa	ptr	vvi	sly	ppa	olu	cre
HOM03M000313	16	179	10	11	13	12	12	21	12	13	9	11	10	8	10	14	5	8
HOM03M000314	16	179	15	11	11	11	13	12	11	14	11	12	12	9	14	15	3	5
HOM03M000315	16	179	12	11	12	11	12	9	12	14	8	8	22	9	12	17	5	5
HOM03M000316	13	179	20	18	22	16	18	10	17	18	7	4	14	7	8	0	0	0
HOM03M000317	16	179	13	9	12	11	14	10	10	17	6	8	8	11	18	16	6	10
HOM03M000318	15	178	11	12	10	12	19	10	8	9	14	10	28	15	14	4	0	2
HOM03M000319	6	178	0	0	0	0	0	2	0	0	6	13	69	11	77	0	0	0
HOM03M000320	13	178	15	13	10	11	9	8	11	17	15	12	23	14	20	0	0	0
HOM03M000321	15	178	19	9	12	11	13	12	9	20	12	10	16	11	13	10	0	1
HOM03M000322	15	177	14	14	14	16	18	14	5	18	11	7	17	9	9	7	0	4
HOM03M000323	14	177	12	12	13	12	13	10	8	19	8	8	23	10	13	16	0	0
HOM03M000324	7	162	77	52	0	1	14	3	14	0	0	0	1	0	0	0	0	0
HOM03M000325	14	177	17	16	7	11	10	11	9	25	13	14	20	6	14	4	0	0
HOM03M000326	16	176	22	13	10	14	15	9	8	17	11	11	13	10	12	6	2	3
HOM03M000327	16	176	21	9	13	11	14	10	10	22	14	6	13	7	10	6	4	6
HOM03M000328	14	176	17	16	10	15	16	13	11	23	15	7	12	7	12	2	0	0
HOM03M000329	16	176	14	11	8	10	12	12	18	10	8	10	14	12	10	9	9	9
HOM03M000330	14	175	18	12	12	11	11	11	12	18	9	9	20	15	14	3	0	0
HOM03M000331	16	175	12	10	9	10	9	8	7	11	8	10	13	9	39	11	6	3
HOM03M000332	14	175	18	21	12	10	10	11	10	24	12	6	15	8	13	5	0	0
HOM03M000333	14	174	20	16	21	13	15	20	14	15	9	5	11	5	5	5	0	0
HOM03M000334	15	174	11	15	9	10	11	10	10	12	7	16	7	7	39	7	0	3
HOM03M000335	16	170	17	15	11	10	13	11	9	15	11	9	14	8	17	6	3	1
HOM03M000336	13	173	7	11	13	15	18	12	13	9	19	7	14	14	21	0	0	0
HOM03M000337	16	172	16	9	15	14	13	11	12	21	10	6	11	12	10	8	1	3
HOM03M000338	16	172	16	9	9	9	9	11	10	18	11	9	14	6	18	5	7	11
HOM03M000339	16	172	15	10	15	11	12	11	10	15	12	10	15	10	10	8	4	4
HOM03M000340	14	172	16	25	22	17	19	9	11	16	6	4	9	5	8	5	0	0
HOM03M000341	14	172	15	11	13	13	20	11	11	20	8	8	16	12	10	4	0	0
HOM03M000342	15	171	17	21	26	11	9	13	11	5	6	5	14	14	13	5	0	1
HOM03M000343	16	171	15	11	15	17	20	7	8	8	10	6	13	17	13	6	2	3
HOM03M000344	14	170	16	12	14	15	16	11	10	10	13	6	18	6	13	10	0	0
HOM03M000345	16	170	19	9	13	13	14	11	9	16	11	10	13	8	9	8	2	5
HOM03M000346	16	170	15	11	10	13	13	10	8	17	12	11	17	8	14	9	1	1
HOM03M000347	14	169	14	11	11	11	12	11	9	23	13	10	16	10	12	6	0	0
HOM03M000348	14	169	9	10	14	9	9	9	11	22	9	10	17	14	12	14	0	0
HOM03M000349	16	169	14	10	8	12	17	13	6	10	7	7	31	12	10	6	4	2
HOM03M000350	15	169	9	9	10	13	15	6	13	10	12	12	13	16	12	8	0	11
HOM03M000351	14	169	10	10	16	16	16	12	11	7	5	11	20	12	14	9	0	0
HOM03M000352	14	168	14	9	17	13	10	14	6	18	11	6	10	17	12	11	0	0
HOM03M000353	14	167	20	11	8	14	12	10	8	28	10	5	17	8	12	4	0	0
HOM03M000354	14	167	22	16	13	17	15	14	8	12	9	5	12	7	14	3	0	0
HOM03M000355	10	167	7	1	2	0	0	0	0	15	2	7	19	6	107	1	0	0
HOM03M000356	15	166	11	14	13	11	12	13	24	9	8	7	8	8	13	9	0	6
HOM03M000357	15	166	8	15	11	12	13	9	9	8	27	11	13	7	15	4	0	4
HOM03M000358	7	163	1	19	36	47	45	10	5	0	0	0	0	0	0	0	0	0
HOM03M000359	16	166	22	16	15	10	12	12	7	23	7	4	9	7	12	7	1	2
HOM03M000360	10	166	12	20	22	27	31	24	15	0	1	0	10	4	0	0	0	0
HOM03M000361	16	166	16	13	14	9	10	9	16	20	10	11	11	9	10	5	1	2
HOM03M000362	14	165	17	9	10	13	13	12	8	19	9	11	20	10	12	2	0	0
HOM03M000363	14	165	14	14	16	13	16	11	7	19	11	8	10	11	7	8	0	0
HOM03M000364	14	164	10	8	9	9	11	9	3	11	8	6	8	6	65	0	1	0
HOM03M000365	15	165	5	18	17	23	26	24	12	2	13	3	8	1	8	4	0	1
HOM03M000366	15	164	12	11	11	10	12	11	10	14	8	12	15	18	12	7	1	0
HOM03M000367	7	96	0	23	17	0	43	2	0	0	0	0	7	0	3	1	0	0
HOM03M000368	16	164	12	11	11	14	16	10	8	10	10	10	16	13	10	5	4	4
HOM03M000369	16	164	12	14	13	12	13	11	11	12	9	8	18	10	11	7	1	2
HOM03M000370	16	163	21	6	8	8	7	7	6	25	15	8	15	9	12	11	3	2
HOM03M000371	16	163	13	13	11	11	13	9	7	21	9	7	17	11	9	9	2	1
HOM03M000372	16	162	16	11	11	13	15	11	9	15	9	10	14	9	7	7	2	3
HOM03M000373	1	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162
HOM03M000374	16	162	13	10	10	8	7	12	8	15	8	10	18	7	15	8	9	4
HOM03M000375	14	162	18	13	15	14	10	11	9	16	12	7	14	6	14	3	0	0
HOM03M000376	14	161	16	10	11	13	12	14	10	17	10	10	18	7	11	2	0	0
HOM03M000377	16	160	10	11	11	10	12	9	9	15	13	10	15	12	11	4	1	7
HOM03M000378	16	159	9	8	10	10	11	6	6	16	11	11	16	14	17	8	1	5
HOM03M000379	14	159	17	11	12	12	13	11	9	24	10	7	14	8	9	2	0	0
HOM03M000380	15	159	17	11	11	11	11	10	11	17	14	7	14	7	11	6	1	0
HOM03M000381	6	159	0	16	40	35	31	22	15	0	0	0	0	0	0	0	0	0
HOM03M000382	7	159	4	31	34	32	38	13	7	0	0	0	0	0	0	0	0	0
HOM03M000383	15	159	9	9	13	15	14	11	9	19	10	5	17	10	10	7	0	1
HOM03M000384	16	158	8	12	10	7	7	8	8	16	10	9	16	11	22	6	2	6
HOM03M000385	15	158	12	10	13	11	12	13	8	9	7	6	23	15	11	6	0	2
HOM03M000386	14	158	13	8	7	13	11	9	10	24	14	5	14	8	15	7	0	0
HOM03M000387	16	157	15	9	11	10	9	9	7	29	12	7	16	8	12	1	1	1
HOM03M000388	16	156	10	12	13	13	14	15	9	5	9	5	17	13	7	7	4	3
HOM03M000389	14	156	10	11	9	10	16	9	8	14	8	11	17	20	8	5	0	0
HOM03M000390	14	156	10	8	9	11	13	8	6	12	15	10	22	10	16	6	0	0
HOM03M000391	16	156	8	8	8	13	12	9	6	15	10	7	13	8	22	11	3	3
HOM03M000392	14	156	13	12	14	10	13	13	11	9	9	5	16	17	9	5	0	0
HOM03M000393	14	155	19	15	12	15	15	12	13	14	8	5	10	3	11	3	0	0
HOM03M000394	7	155	1	16	24	26	25	35	28	0	0	0	0	0	0	0	0	0
HOM03M000395	15	154	14	13	13	18	17	11	11	13	10	7	12	6	7	1	0	1
HOM03M000396	15	154	14	9	9	11	12	9	7	22	8	7	20	9	10	5	0	2
HOM03M000397	15	153	19	9	11	11	10	10	8	18	14	6	12	8	13	3	1	0
HOM03M000398	16	153	13	6	11	15	14	9	10	11	10	8	15	9	13	6	2	1
HOM03M000399	16	153	14	9	9	8	13	9	12	13	9	7	15	7	10	10	4	4
HOM03M000400	16	152	12	12	10	14	13	11	6	20	10	5	11	9	8	9	1	1
HOM03M000401	16	152	7	12	9	8	7	8	8	12	12	9	12	7	9	10	6	16
HOM03M000402	15	151	15	12	9	11	12	11	10	14	9	9	15	9	8	6	0	1
HOM03M000403	14	152	19	12	11	11	13	10	10	17	11	7	14	11	4	2	0	0
HOM03M000404	15	152	13	12	15	10	10	12	10	13	12	7	11	7	18	1	1	0
HOM03M000405	16	152	8	10	12	12	12	9	11	10	10	10	22	12	9	2	1	2
HOM03M000406	13	152	29	13	14	10	10	13	10	25	6	5	8	3	6	0	0	0
HOM03M000407	14	151	14	7	10	12	13	9	8	18	9	6	15	9	15	6	0	0
HOM03M000408	15	151	4	7	7	4	4	4	4	8	7	10	11	6	11	43	0	21
HOM03M000409	14	151	15	9	10	10	10	8	11	8	4	5	5	17	16	23	0	0
HOM03M000410	13	150	15	15	24	16	15	12	12	6	4	5	13	7	6	0	0	0
HOM03M000411	16	150	16	6	10	9	8	8	8	19	14	7	14	5	12	6	3	5
HOM03M000412	15	150	15	14	11	10	11	24	11	9	7	10	11	4	7	5	0	1
HOM03M000413	16	150	12	9	9	12	12	9	10	9	8	13	9	5	8	19	3	3
HOM03M000414	16	149	10	6	8	10	7	8	9	16	8	10	15	8	8	13	7	6
HOM03M000415	14	149	15	13	11	10	11	13	9	19	7	7	9	10	9	6	0	0
HOM03M000416	15	149	7	15	16	10	17	13	10	6	6	3	9	11	10	12	0	4
HOM03M000417	14	149	13	8	9	11	12	7	6	7	12	7	18	8	23	8	0	0
HOM03M000418	16	148	17	12	12	13	14	9	4	16	11	5	16	4	8	2	4	1
HOM03M000419	16	147	15	9	9	9	9	9	6	15	13	8	13	9	9	8	1	5
HOM03M000420	4	147	0	0	0	0	0	0	0	2	5	0	137	0	3	0	0	0
HOM03M000421	13	147	15	19	25	8	17	17	4	4	0	3	13	10	11	1	0	0
HOM03M000422	14	146	10	6	7	11	12	7	8	12	5	9	24	9	15	11	0	0
HOM03M000423	14	145	7	7	12	14	14	8	8	8	8	6	22	21	9	0	0	1
HOM03M000424	16	146	8	8	9	9	10	7	6	11	10	7	11	12	16	10	8	4
HOM03M000425	16	138	15	10	10	3	9	9	9	15	9	7	15	7	10	8	1	1
HOM03M000426	15	146	10	12	9	13	14	7	6	7	13	8	11	12	18	5	0	1
HOM03M000427	14	146	12	11	10	11	13	11	9	16	13	4	21	5	7	3	0	0
HOM03M000428	16	145	17	9	11	14	11	10	10	18	7	7	11	5	10	3	1	1
HOM03M000429	14	145	6	9	8	10	11	7	10	17	9	14	14	15	13	2	0	0
HOM03M000430	6	54	2	3	0	4	41	3	0	0	0	0	0	0	1	0	0	0
HOM03M000431	16	145	12	11	8	8	8	9	7	10	10	9	16	10	6	13	2	6
HOM03M000432	14	145	10	26	17	15	15	14	17	1	5	6	9	3	5	2	0	0
HOM03M000433	8	142	37	42	0	7	14	4	17	0	7	0	0	0	14	0	0	0
HOM03M000434	16	145	8	9	8	9	10	6	4	18	8	5	14	13	14	9	3	7
HOM03M000435	16	145	13	4	7	7	10	7	8	20	7	5	12	10	12	17	3	3
HOM03M000436	16	145	11	9	8	7	8	7	7	15	10	12	10	11	10	16	1	3
HOM03M000437	16	144	15	8	9	9	10	8	7	12	7	8	12	9	9	14	4	3
HOM03M000438	14	144	11	11	13	15	17	11	14	7	11	6	7	5	14	2	0	0
HOM03M000439	7	144	3	27	36	21	21	23	13	0	0	0	0	0	0	0	0	0
HOM03M000440	14	144	14	8	8	8	9	9	11	16	7	5	10	12	13	14	0	0
HOM03M000441	14	139	13	9	10	8	12	13	8	18	8	9	12	7	8	4	0	0
HOM03M000442	16	143	14	10	9	10	9	11	9	19	8	7	12	7	9	7	1	1
HOM03M000443	5	142	0	0	0	0	0	0	0	0	124	3	9	2	4	0	0	0
HOM03M000444	16	142	16	8	9	10	14	8	9	13	7	7	10	7	9	7	4	4
HOM03M000445	15	134	8	1	1	80	18	2	2	2	1	4	3	1	3	7	1	0
HOM03M000446	16	142	16	12	8	9	8	11	8	9	9	7	15	6	15	5	1	3
HOM03M000447	16	141	7	7	7	7	7	5	4	20	8	8	27	9	8	10	3	4
HOM03M000448	15	140	13	11	11	7	10	8	6	22	6	6	19	8	11	1	0	1
HOM03M000449	16	141	14	9	11	10	10	10	10	16	9	8	12	7	8	4	1	2
HOM03M000450	16	140	12	10	11	12	13	11	4	13	10	4	12	5	15	6	1	1
HOM03M000451	16	140	21	9	9	12	9	12	9	16	10	8	9	5	5	3	2	1
HOM03M000452	16	140	14	7	7	6	6	8	7	16	5	4	7	5	8	37	1	2
HOM03M000453	16	139	11	6	7	8	9	8	8	12	9	4	36	5	6	8	1	1
HOM03M000454	1	139	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
HOM03M000455	16	138	13	7	11	8	7	6	8	18	10	7	14	8	14	5	1	1
HOM03M000456	16	138	16	9	9	10	12	7	7	18	9	6	10	7	11	5	1	1
HOM03M000457	1	138	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
HOM03M000458	16	137	7	5	7	6	17	8	6	9	5	5	7	10	6	13	14	12
HOM03M000459	16	138	9	11	11	7	8	6	11	11	6	7	16	7	11	9	2	6
HOM03M000460	7	125	5	46	32	5	12	6	19	0	0	0	0	0	0	0	0	0
HOM03M000461	13	136	8	8	16	13	10	10	9	6	14	5	13	9	15	0	0	0
HOM03M000462	16	137	14	8	11	13	13	9	7	8	8	9	14	6	5	7	2	3
HOM03M000463	7	136	1	33	27	22	19	22	12	0	0	0	0	0	0	0	0	0
HOM03M000464	16	135	9	12	9	6	8	9	15	10	5	11	8	6	9	12	3	3
HOM03M000465	16	137	10	8	7	7	7	8	7	12	9	7	20	8	8	10	4	5
HOM03M000466	16	137	15	7	11	8	8	8	6	10	12	10	17	9	10	4	1	1
HOM03M000467	16	136	12	8	8	10	12	7	6	14	8	8	10	7	9	9	4	4
HOM03M000468	14	136	10	7	8	9	10	8	9	12	9	7	16	11	11	9	0	0
HOM03M000469	14	136	21	12	15	7	7	7	7	9	8	4	9	4	5	21	0	0
HOM03M000470	15	135	12	6	8	10	8	8	7	19	14	7	10	9	9	5	0	3
HOM03M000471	10	135	5	7	17	18	31	31	9	0	8	0	0	1	8	0	0	0
HOM03M000472	14	135	14	11	9	7	8	6	5	17	12	11	15	8	11	0	0	1
HOM03M000473	16	134	11	7	8	7	7	7	7	14	9	7	14	14	12	8	1	1
HOM03M000474	15	133	5	16	12	13	12	6	8	7	9	8	12	9	10	5	0	1
HOM03M000475	15	132	15	8	10	11	13	6	7	14	10	6	13	7	9	2	1	0
HOM03M000476	16	132	13	9	10	8	9	8	8	8	5	4	8	4	5	6	1	26
HOM03M000477	14	131	7	17	16	9	14	15	10	4	11	3	5	5	11	4	0	0
HOM03M000478	14	132	11	10	10	10	9	5	2	14	9	6	20	6	11	9	0	0
HOM03M000479	16	132	12	13	9	9	12	9	6	7	16	10	8	5	7	6	1	2
HOM03M000480	14	132	15	11	10	13	13	9	6	13	11	5	11	4	8	3	0	0
HOM03M000481	16	132	10	9	8	8	9	10	9	7	9	5	15	7	11	8	3	4
HOM03M000482	13	131	9	7	8	9	9	8	6	16	10	8	14	13	14	0	0	0
HOM03M000483	13	131	12	10	11	11	8	10	8	9	6	4	28	8	6	0	0	0
HOM03M000484	16	130	9	9	8	6	12	6	7	12	12	8	6	8	9	9	2	7
HOM03M000485	16	130	11	7	9	9	10	8	8	10	6	7	11	7	7	5	6	9
HOM03M000486	14	130	11	6	9	17	23	4	9	11	3	9	6	6	7	9	0	0
HOM03M000487	14	129	15	8	9	8	8	8	8	9	8	10	11	8	12	7	0	0
HOM03M000488	15	129	14	13	10	13	13	10	6	13	6	5	8	7	7	3	0	1
HOM03M000489	16	129	12	11	7	11	9	9	8	13	7	7	7	6	7	10	2	3
HOM03M000490	16	129	11	14	7	11	14	11	7	7	6	3	10	3	13	6	2	4
HOM03M000491	14	129	13	5	9	10	11	9	6	21	8	6	11	7	11	0	0	2
HOM03M000492	16	128	12	8	7	8	7	7	6	17	10	7	14	9	11	1	3	1
HOM03M000493	15	128	13	7	8	8	7	5	6	18	12	9	14	10	8	2	1	0
HOM03M000494	14	128	10	16	20	11	14	17	7	3	5	6	9	3	6	1	0	0
HOM03M000495	16	127	12	8	9	7	6	8	6	12	9	7	12	8	11	10	1	1
HOM03M000496	15	128	12	11	10	12	10	7	6	14	11	8	10	4	7	5	0	1
HOM03M000497	15	127	11	11	12	12	14	7	11	3	10	4	4	6	14	6	0	2
HOM03M000498	14	127	13	7	9	9	9	10	9	14	11	6	12	5	11	2	0	0
HOM03M000499	13	127	11	9	8	11	9	7	8	19	9	9	12	7	8	0	0	0
HOM03M000500	12	127	17	23	20	14	18	16	11	1	0	1	4	1	0	1	0	0
HOM03M000501	16	127	11	12	12	11	12	8	12	4	5	6	11	5	9	6	1	2
HOM03M000502	13	127	12	10	11	14	12	9	10	10	10	6	10	5	8	0	0	0
HOM03M000503	14	127	13	8	8	8	8	8	6	25	6	8	12	7	9	0	1	0
HOM03M000504	13	126	4	6	15	14	14	9	10	2	6	5	16	5	20	0	0	0
HOM03M000505	7	90	4	17	2	7	49	3	8	0	0	0	0	0	0	0	0	0
HOM03M000506	16	126	7	5	6	5	5	7	6	21	9	7	12	11	7	11	5	2
HOM03M000507	16	126	11	6	6	6	8	7	7	11	10	11	17	11	12	1	1	1
HOM03M000508	16	126	11	14	12	13	15	11	11	7	3	3	4	6	8	3	3	2
HOM03M000509	16	126	10	5	8	6	8	5	4	12	8	5	14	15	18	6	1	1
HOM03M000510	16	126	16	7	10	7	8	7	9	12	11	5	10	6	5	7	3	3
HOM03M000511	12	88	1	1	4	1	29	1	4	2	0	0	13	3	25	4	0	0
HOM03M000512	15	126	8	10	9	8	9	8	9	9	9	12	10	8	11	5	0	1
HOM03M000513	16	125	12	11	10	9	10	8	9	10	7	2	6	11	9	7	1	3
HOM03M000514	14	125	12	9	7	9	11	6	7	12	11	6	12	5	5	13	0	0
HOM03M000515	13	125	11	9	10	8	8	11	10	13	11	7	11	8	8	0	0	0
HOM03M000516	7	125	16	6	16	38	38	5	6	0	0	0	0	0	0	0	0	0
HOM03M000517	16	125	10	13	9	9	7	7	7	9	16	8	15	1	7	4	2	1
HOM03M000518	16	124	11	10	12	9	8	6	5	10	5	8	19	11	5	3	1	1
HOM03M000519	14	124	10	8	11	10	11	9	9	14	9	5	9	7	6	6	0	0
HOM03M000520	15	124	11	11	9	9	10	8	8	18	7	5	9	7	10	1	0	1
HOM03M000521	16	124	9	10	12	10	10	8	9	8	7	12	10	8	6	2	1	2
HOM03M000522	14	123	12	9	10	11	15	11	9	6	6	3	7	9	9	6	0	0
HOM03M000523	13	124	5	7	5	9	7	3	2	12	19	10	22	5	18	0	0	0
HOM03M000524	14	123	12	8	7	10	7	8	6	26	8	5	11	7	6	2	0	0
HOM03M000525	14	122	9	8	10	7	8	7	8	14	9	6	10	8	8	10	0	0
HOM03M000526	14	123	12	7	7	8	9	6	6	15	10	8	12	8	11	4	0	0
HOM03M000527	16	112	7	5	6	9	24	6	8	7	4	3	10	2	7	6	5	3
HOM03M000528	8	121	72	10	10	9	11	4	4	0	0	0	1	0	0	0	0	0
HOM03M000529	16	122	10	3	9	6	6	14	7	9	4	5	13	8	14	4	3	7
HOM03M000530	16	122	10	9	13	12	12	7	5	17	5	5	9	7	6	3	1	1
HOM03M000531	14	122	8	6	6	8	12	7	7	9	5	4	9	5	28	8	0	0
HOM03M000532	15	122	7	12	10	13	13	5	7	10	8	7	8	5	8	8	0	1
HOM03M000533	14	122	9	6	8	9	11	7	6	10	8	6	14	7	9	12	0	0
HOM03M000534	16	122	6	6	8	7	9	8	7	9	7	10	9	7	12	7	4	6
HOM03M000535	13	120	3	33	10	20	29	7	7	2	2	1	3	1	2	0	0	0
HOM03M000536	15	122	7	5	9	7	5	7	7	10	10	8	13	8	10	12	0	4
HOM03M000537	16	122	13	9	9	7	6	10	8	7	6	4	12	3	8	9	4	7
HOM03M000538	16	122	8	6	5	6	8	5	9	7	5	7	12	9	7	22	4	2
HOM03M000539	5	121	0	0	1	0	0	0	0	0	113	1	1	0	5	0	0	0
HOM03M000540	13	121	7	5	7	8	7	8	11	10	7	8	26	10	7	0	0	0
HOM03M000541	16	121	14	7	8	8	8	6	5	21	8	5	10	5	6	4	3	3
HOM03M000542	15	121	6	11	8	8	12	8	10	10	4	4	6	15	14	4	1	0
HOM03M000543	8	121	0	23	40	14	21	12	4	0	0	0	4	0	3	0	0	0
HOM03M000544	16	121	9	8	7	7	7	7	6	15	7	10	9	10	9	6	1	3
HOM03M000545	15	118	11	11	8	7	10	6	6	13	12	7	9	4	9	2	0	3
HOM03M000546	7	120	5	10	15	26	37	16	11	0	0	0	0	0	0	0	0	0
HOM03M000547	16	120	8	12	6	5	6	7	4	8	5	4	8	5	7	28	4	3
HOM03M000548	7	120	11	35	33	14	13	13	1	0	0	0	0	0	0	0	0	0
HOM03M000549	15	120	9	7	6	10	10	11	10	11	6	7	6	9	6	11	0	1
HOM03M000550	16	119	8	8	6	9	6	10	16	7	5	10	7	5	6	11	3	2
HOM03M000551	14	119	5	6	7	8	11	10	6	3	9	4	7	5	35	3	0	0
HOM03M000552	15	119	8	6	9	6	8	6	6	10	8	9	12	6	8	2	0	15
HOM03M000553	14	119	8	8	5	5	7	6	7	12	15	8	14	7	8	9	0	0
HOM03M000554	16	119	12	7	8	7	8	5	6	19	3	6	13	8	7	6	3	1
HOM03M000555	15	119	15	6	6	6	1	3	5	6	4	5	11	5	43	2	0	1
HOM03M000556	15	119	18	10	9	9	9	8	8	12	6	6	10	5	6	2	0	1
HOM03M000557	16	119	6	7	5	6	7	8	6	9	7	5	7	11	30	2	1	2
HOM03M000558	13	118	14	10	8	10	9	9	7	13	5	6	14	5	8	0	0	0
HOM03M000559	8	82	0	1	19	34	8	6	0	3	0	0	3	0	8	0	0	0
HOM03M000560	15	118	12	9	11	11	11	9	5	8	6	7	10	5	8	3	0	3
HOM03M000561	14	118	12	9	6	6	7	5	4	15	8	5	11	5	9	16	0	0
HOM03M000562	16	118	7	10	16	10	12	5	5	13	3	5	5	8	5	7	4	3
HOM03M000563	16	118	10	8	8	8	8	7	6	11	7	5	10	6	11	9	2	2
HOM03M000564	14	117	11	7	9	7	11	9	6	15	6	9	11	8	5	3	0	0
HOM03M000565	14	118	8	5	12	6	7	6	10	12	8	9	11	10	10	4	0	0
HOM03M000566	16	118	11	8	5	8	9	5	5	13	4	5	11	6	15	9	2	2
HOM03M000567	16	118	9	8	11	7	9	7	6	6	6	7	11	6	8	6	5	6
HOM03M000568	16	117	10	7	7	6	6	8	5	11	7	4	16	13	7	7	1	2
HOM03M000569	16	117	14	8	9	8	7	8	4	11	8	5	11	7	10	3	2	2
HOM03M000570	15	117	8	10	10	16	13	5	4	7	10	5	8	7	8	5	0	1
HOM03M000571	15	117	11	13	8	9	10	9	8	8	5	5	12	5	10	3	0	1
HOM03M000572	16	117	10	8	7	6	8	7	5	9	6	6	10	16	9	6	1	3
HOM03M000573	16	117	7	7	6	6	9	5	6	11	7	6	17	18	5	5	1	1
HOM03M000574	16	116	18	8	7	10	9	7	2	11	5	5	12	6	4	7	2	3
HOM03M000575	16	115	12	10	9	7	8	7	5	15	6	5	10	6	6	5	2	2
HOM03M000576	16	116	10	9	7	7	5	7	3	14	5	8	13	10	9	5	1	3
HOM03M000577	13	116	12	2	15	5	7	5	9	22	20	2	13	1	3	0	0	0
HOM03M000578	16	116	10	6	6	5	6	6	8	12	11	9	9	6	7	10	1	4
HOM03M000579	16	115	8	7	8	10	10	6	5	12	11	8	10	7	7	4	1	1
HOM03M000580	16	115	10	8	8	9	13	6	6	8	5	4	9	6	4	9	5	5
HOM03M000581	7	115	6	18	19	13	14	33	12	0	0	0	0	0	0	0	0	0
HOM03M000582	16	115	10	7	7	7	10	7	7	15	9	3	8	5	7	9	2	2
HOM03M000583	15	115	14	7	5	7	7	8	6	15	10	5	10	9	7	4	0	1
HOM03M000584	2	31	0	0	0	2	29	0	0	0	0	0	0	0	0	0	0	0
HOM03M000585	16	114	11	7	8	6	9	7	8	12	5	7	9	5	6	6	3	5
HOM03M000586	6	114	0	0	0	1	1	0	0	0	0	97	7	3	5	0	0	0
HOM03M000587	15	114	2	7	7	5	3	6	6	6	12	10	19	19	10	1	1	0
HOM03M000588	16	114	8	6	7	8	8	4	6	12	8	4	9	5	12	10	3	4
HOM03M000589	16	114	9	9	8	10	12	7	5	8	6	5	9	8	7	6	1	4
HOM03M000590	14	114	17	12	11	7	8	7	8	12	7	5	9	5	5	1	0	0
HOM03M000591	6	114	0	11	8	26	26	22	21	0	0	0	0	0	0	0	0	0
HOM03M000592	7	97	9	38	14	4	25	5	2	0	0	0	0	0	0	0	0	0
HOM03M000593	16	114	10	6	7	6	5	6	5	7	6	6	12	5	5	14	5	9
HOM03M000594	13	114	9	13	9	13	10	10	10	3	19	6	4	2	6	0	0	0
HOM03M000595	15	113	9	8	8	9	10	8	7	4	10	4	13	9	8	4	0	2
HOM03M000596	16	113	9	9	4	5	5	5	6	9	6	8	10	11	16	4	4	2
HOM03M000597	6	113	0	25	35	15	16	19	3	0	0	0	0	0	0	0	0	0
HOM03M000598	15	113	7	5	9	6	6	4	4	10	7	5	12	9	21	6	0	2
HOM03M000599	16	113	6	4	7	4	4	4	4	8	25	7	11	3	16	7	2	1
HOM03M000600	15	112	10	12	7	6	7	6	6	7	7	15	10	7	9	1	0	2
HOM03M000601	14	111	10	12	8	10	11	6	7	15	5	3	8	4	7	5	0	0
HOM03M000602	16	112	11	5	6	7	6	7	6	13	8	6	13	10	10	2	1	1
HOM03M000603	14	112	10	6	7	7	7	7	7	16	5	5	10	7	8	10	0	0
HOM03M000604	14	112	13	7	7	8	7	7	9	10	10	8	11	5	9	1	0	0
HOM03M000605	16	112	6	5	5	5	4	9	12	10	8	8	18	9	7	4	1	1
HOM03M000606	14	112	10	7	9	9	10	6	9	4	2	4	8	9	7	0	0	18
HOM03M000607	15	112	11	15	13	10	11	10	3	1	12	3	6	1	12	2	0	2
HOM03M000608	14	112	8	8	7	8	8	5	8	9	8	7	13	8	8	7	0	0
HOM03M000609	14	112	9	7	5	9	9	7	5	11	8	7	14	7	9	5	0	0
HOM03M000610	16	111	7	5	6	6	9	6	6	10	5	6	10	6	6	10	5	8
HOM03M000611	14	111	0	4	5	10	3	5	6	5	2	5	15	6	40	4	0	1
HOM03M000612	15	111	4	7	5	9	10	4	6	9	10	9	11	9	8	7	0	3
HOM03M000613	16	111	12	5	7	7	8	6	3	20	7	4	7	6	9	5	4	1
HOM03M000614	16	111	8	13	10	10	9	9	3	2	16	3	6	12	6	1	2	1
HOM03M000615	14	110	7	5	5	7	7	4	6	16	7	10	18	7	5	6	0	0
HOM03M000616	16	110	5	5	5	6	6	4	4	14	11	8	11	9	17	3	1	1
HOM03M000617	16	110	8	9	15	7	11	15	8	6	2	4	5	8	6	4	1	1
HOM03M000618	14	110	8	8	8	9	11	6	7	12	6	7	11	5	7	5	0	0
HOM03M000619	15	110	12	7	7	7	8	7	7	16	6	7	7	6	9	3	1	0
HOM03M000620	7	110	25	19	10	16	23	11	6	0	0	0	0	0	0	0	0	0
HOM03M000621	14	110	3	5	5	6	5	4	5	6	5	3	24	32	5	2	0	0
HOM03M000622	15	110	10	7	8	8	8	5	4	15	11	5	8	6	10	4	1	0
HOM03M000623	16	110	9	6	6	8	7	9	7	7	6	6	10	6	5	9	4	5
HOM03M000624	13	110	7	8	8	7	10	7	7	7	3	8	27	4	7	0	0	0
HOM03M000625	15	109	6	8	11	11	11	7	7	6	6	5	13	8	7	2	0	1
HOM03M000626	16	109	8	6	6	6	5	6	6	16	9	5	8	7	14	5	1	1
HOM03M000627	12	109	9	15	12	12	11	11	7	2	0	0	7	11	8	4	0	0
HOM03M000628	16	108	9	5	6	7	6	7	6	14	6	7	6	7	5	10	2	5
