single1	single2
BD4G28650	SB02G022900
BD2G03090	SB01G013610
BD2G45060	SB03G029400
BD3G53950	SB04G035730
BD2G07780	SB03G000830
BD1G35560	SB10G024760
BD5G12840	SB06G019410
BD2G41430	SB03G025710
BD3G29430	SB01G018780
BD3G51520	SB04G032030
BD1G10200	SB01G009620
BD2G52410	SB03G037105
BD2G50950	SB03G035630
BD3G51300	SB04G032340
BD4G28260	SB02G022250
BD5G13240	SB06G019810
BD5G02800	SB06G002520
BD1G50980	SB10G003330
BD2G22620	SB09G023090
BD4G20940	SB05G006900
BD2G50133	SB03G034860
BD2G38040	SB09G002227
BD2G20670	SB09G024750
BD2G26795	SB09G019000
BD2G50230	SB04G005490
BD1G25670	SB02G035410
BD1G28210	SB02G033020
BD1G69110	SB01G041960
BD3G55480	SB04G037330
BD3G36830	SB07G021790
BD4G36550	SB02G031290
BD1G29420	SB10G031150
BD3G51860	SB04G031670
BD2G07100	SB03G001630
BD1G60860	SB02G039780
BD2G23920	SB09G021820
BD4G29200	SB02G023410
BD2G04880	SB04G016276
BD2G14100	SB10G006940
BD3G32720	SB01G030000
BD2G50000	SB03G034760
BD1G02300	SB01G001893
BD2G04630	SB03G004260
BD1G37660	SB10G022400
BD1G64030	SB01G037020
BD3G04800	SB04G004370
BD4G19641	SB00G00070
BD3G37170	SB07G021895
BD1G20470	SB02G040230
BD2G26280	SB09G019550
BD2G10880	SB03G011430
BD3G07810	SB04G016960
BD3G48935	SB04G026270
BD4G37790	SB02G032660
BD3G09680	SB04G009600
BD3G29340	SB07G008966
BD2G00340	SB03G005420
BD1G45670	SB10G007550
BD2G31500	SB06G028540
BD2G02220	SB03G007090
BD2G59100	SB03G044150
BD1G39130	SB10G021280
BD2G02420	SB03G006860
BD4G07770	SB04G027763
BD2G20530	SB09G024880
BD2G61750	SB03G046990
BD4G23107	SB05G006250
BD3G57500	SB04G034660
BD1G23030	SB02G037925
BD5G15230	SB06G022080
BD1G73070	SB01G045590
BD4G02090	SB08G020990
BD2G24720	SB09G021060
BD2G01040	SB03G008250
BD1G61850	SB01G034790
BD1G43190	SB10G010890
BD1G27850	SB02G032930
BD2G12240	SB03G013230
BD4G37597	SB02G032435
BD1G15150	SB01G015230
BD3G41495	SB07G025950
BD2G17185	SB09G027920
BD1G50800	SB10G003545
BD4G00340	SB08G023230
BD1G49520	SB10G001590
BD4G31190	SB01G044505
BD4G19690	SB03G041320
BD1G07500	SB01G007020
BD3G31510	SB01G031200
BD4G32950	SB02G027440
BD2G02040	SB03G007260
BD2G47900	SB03G032605
BD2G12610	SB03G013760
BD2G53930	SB03G038710
BD1G62070	SB07G003950
BD1G53450	SB02G007380
BD4G05180	SB06G020230
BD1G06710	SB01G006230
BD4G23710	SB05G005310
BD1G10910	SB01G010850
BD1G15460	SB01G015690
BD4G36500	SB02G031230
BD1G09890	SB01G009320
BD5G15720	SB06G022640
BD1G52381	SB10G000290
BD1G33770	SB10G028520
BD5G05100	SB01G040780
BD3G37700	SB08G007760
BD4G35200	SB10G002320
BD3G06720	SB04G006230
BD5G23750	SB06G030470
BD2G01030	SB03G008260
BD3G36867	SB07G021710
BD2G58340	SB03G043410
BD1G04730	SB01G004380
BD2G14670	SB09G030190
BD5G01860	SB06G000985
BD2G33645	SB03G019673
BD2G02170	SB03G007160
BD3G18300	SB05G022140
BD3G60360	SB04G038160
BD1G46320	SB10G006770
BD2G15680	SB09G029320
BD4G06920	SB08G015500
BD2G31937	SB09G007290
BD3G28130	SB01G019960
BD1G23950	SB02G037090
BD1G25330	SB02G035720
BD2G59580	SB03G044760
BD1G67710	SB01G040680
BD3G17842	SB07G006020
BD2G12470	SB01G050370
BD2G58310	SB03G043400
BD1G10290	SB01G009700
BD3G21944	SB07G015138
BD1G05530	SB01G005230
BD3G09600	SB01G016740
BD1G18640	SB02G042110
BD3G35360	SB07G019780
BD5G19230	SB06G026320
BD3G07860	SB04G007280
BD1G27480	SB04G016305
BD5G00990	SB03G033755
BD3G55297	SB02G002776
BD2G20500	SB04G028135
BD3G34440	SB01G028215
BD1G56080	SB02G004035
BD1G15280	SB01G015380
BD2G42530	SB03G026795
BD3G43680	SB04G019790
BD4G38220	SB02G011320
BD5G20640	SB06G027495
BD1G06120	SB01G047755
BD2G22890	SB09G022860
BD2G50150	SB03G034900
BD2G07220	SB03G001510
BD1G28880	SB02G010560
BD3G09620	SB04G009350
BD4G01060	SB08G022530
BD2G16030	SB09G028900
BD1G62380	SB01G035340
BD2G51690	SB09G024850
BD3G02940	SB04G002655
BD3G59930	SB04G028650
BD4G00380	SB08G023200
BD2G25220	SB09G020520
BD2G24000	SB09G021750
BD1G66310	SB01G039140
BD3G37150	SB07G021840
